x,y,z,year,month,day,body
2.421839448877166E+08,1.355348820861092E+08,-2.829435883773278E+07,1984,11,02,8flora
2.411670051333953E+08,1.372897561014928E+08,-2.826197110031632E+07,1984,11,03,8flora
2.401389729423722E+08,1.390383754367448E+08,-2.822828389900775E+07,1984,11,04,8flora
2.390998918123760E+08,1.407806574873724E+08,-2.819329834271996E+07,1984,11,05,8flora
2.380498060157271E+08,1.425165200222845E+08,-2.815701562875872E+07,1984,11,06,8flora
2.369887605952698E+08,1.442458811932853E+08,-2.811943704278370E+07,1984,11,07,8flora
2.359168013601563E+08,1.459686595445116E+08,-2.808056395875328E+07,1984,11,08,8flora
2.348339748814850E+08,1.476847740218109E+08,-2.804039783885311E+07,1984,11,09,8flora
2.337403284877936E+08,1.493941439820589E+08,-2.799894023340835E+07,1984,11,10,8flora
2.326359102604081E+08,1.510966892024108E+08,-2.795619278077981E+07,1984,11,11,8flora
2.315207690286490E+08,1.527923298894876E+08,-2.791215720724390E+07,1984,11,12,8flora
2.303949543648951E+08,1.544809866884906E+08,-2.786683532685619E+07,1984,11,13,8flora
2.292585165795085E+08,1.561625806922451E+08,-2.782022904129905E+07,1984,11,14,8flora
2.281115067156183E+08,1.578370334501672E+08,-2.777234033971290E+07,1984,11,15,8flora
2.269539765437685E+08,1.595042669771541E+08,-2.772317129851157E+07,1984,11,16,8flora
2.257859785564283E+08,1.611642037623934E+08,-2.767272408118141E+07,1984,11,17,8flora
2.246075659623680E+08,1.628167667780895E+08,-2.762100093806458E+07,1984,11,18,8flora
2.234187926809020E+08,1.644618794881046E+08,-2.756800420612615E+07,1984,11,19,8flora
2.222197133359992E+08,1.660994658565111E+08,-2.751373630870553E+07,1984,11,20,8flora
2.210103832502645E+08,1.677294503560548E+08,-2.745819975525187E+07,1984,11,21,8flora
2.197908584387909E+08,1.693517579765230E+08,-2.740139714104380E+07,1984,11,22,8flora
2.185611956028860E+08,1.709663142330202E+08,-2.734333114689360E+07,1984,11,23,8flora
2.173214521236729E+08,1.725730451741432E+08,-2.728400453883544E+07,1984,11,24,8flora
2.160716860555692E+08,1.741718773900585E+08,-2.722342016779855E+07,1984,11,25,8flora
2.148119561196442E+08,1.757627380204767E+08,-2.716158096926475E+07,1984,11,26,8flora
